tarsus back animal dam fosternest hatchdate sex
-1.28661578360015 -0.91322063953772 R046200 P322402 H2802 -1.46566405276007 Fem
0.0761673617894172 -0.532289805974479 R187320 K983388 H1302 -0.168560765366593 Male
0.0761673617894172 -0.636806195747374 R187306 Fem20 H1102 -0.168560765366593 Male
0.0761673617894172 -1.25960034440433 R187076 R187086 H502 -0.687402080323984 Male
-0.83235473513696 -0.719997146246886 R187388 R187539 A102 -0.427981422845288 Male
0.530428410252608 -1.22775621428616 R187371 R187566 A302 -0.427981422845288 Fem
1.59037085666672 0.621714167252631 R187349 R187569 A502 -0.168560765366593 Male
-0.5295140361615 -0.063681839303795 R187334 R187568 A602 -0.427981422845288 Fem
0.530428410252608 -1.03758883653671 R187362 R187537 A1002 -0.427981422845288 Fem
-0.756644560393093 -0.914120401080559 R046165 R187518 A1302 -1.46566405276007 Male
-0.983775084624691 0.64686070615811 R187494 R187916 A1602 0.0908598921121026 UNK
1.74179120615445 -0.344307644960448 R187066 R187515 A1802 -1.20624339528137 Male
-0.0752529876983095 -2.14628358840079 R187798 R186903 A18B02 1.64738383698428 Male
-1.58945648257561 1.22830433246596 R046145 R187512 A2202 -1.46566405276007 Fem
-1.13519543411242 0.819107147540721 R187380 R187562 A2302 -0.427981422845288 Male
-0.680934385649233 -0.533047248764694 R046155 R187528 A2602 -1.46566405276007 Fem
-0.0752529876983095 -0.190789783214695 R187353 R187563 A2702 -0.427981422845288 Male
1.13610980820353 -0.622164012073352 R187224 R187571 C2602 -0.687402080323984 Male
-1.13519543411242 -0.0381168101429484 R187416 R187553 C2402 -0.168560765366593 Fem
0.68184875974034 0.27017365553947 R187407 R187945 C2302 0.350280549590798 Male
0.379008060764881 0.296102853876065 R187505 Fem3 C1902 -0.427981422845288 Male
1.13610980820353 0.34670882143932 R187025 R187030 C1302 -0.946822737802679 Fem
1.43895050717899 0.1052056654944 R046125 R187517 C602 -1.98450536771746 Fem
-2.80081927847745 0.8587199146353 R046193 R046109 C402 -1.72508471023877 Fem
0.227587711277149 -0.0860596911565005 R187726 R187920 C202 0.609701207069493 Fem
-1.58945648257561 -0.57235710979718 R187854 R186907 C102 1.90680449446297 Fem
0.530428410252608 0.167323062539093 R187215 R187541 B2502 -0.687402080323984 Male
-2.64939892898972 1.05154041310681 R187057 R187523 B2202 -0.946822737802679 Male
0.68184875974034 0.575981365511513 R187721 R187927 B2102 0.609701207069493 Male
0.530428410252608 1.50262081100622 R187709 R187942 B1902 0.609701207069493 Male
-0.378093686673768 -0.531537560254655 R187715 R187937 B1802 0.609701207069493 Male
0.530428410252608 -1.94457544768619 R187828 R187824 B1702 1.90680449446297 Male
-3.86076172489156 0.96530020998421 R187822 R186908 B1602 1.90680449446297 Fem
0.379008060764881 0.0129281438838604 R187837 R186902 B1402 1.38796317950558 Male
-1.13519543411242 1.09376289869119 R187795 R187958 B1302 1.12854252202688 UNK
0.530428410252608 0.449875089131173 R187703 R187944 B1202 0.869121864548189 Male
1.43895050717899 0.606569326920669 R187245 R187400 B1002 -0.427981422845288 Male
0.530428410252608 1.55793763459346 R187696 R187953 B902 1.12854252202688 Male
-0.0752529876983095 0.96598584811366 R187487 R187932 B502 0.350280549590798 Fem
-0.0752529876983095 -1.24954351250047 R187237 R187547 B202 -0.168560765366593 Fem
-0.83235473513696 -0.216876991253126 R187686 R187947 D1302 0.869121864548189 Fem
-0.0752529876983095 0.200320417104014 R187280 R187582 D1202 -0.168560765366593 Male
-0.680934385649233 -1.36659280584748 R187787 R187964 D1102 1.64738383698428 Fem
0.379008060764881 0.110935696567447 R187253 R187545 D1002 -0.427981422845288 Male
0.530428410252608 0.352304661497718 R187264 R187546 D902 -0.427981422845288 Fem
0.227587711277149 -1.03058695723768 R187272 R187239 D802 -0.168560765366593 Male
0.0761673617894172 3.14776831553941 R187680 R187940 D402 0.609701207069493 Fem
2.04463190512991 1.48860425242582 R187668 R187590 D202 0.0908598921121026 Male
-0.378093686673768 1.0899463663221 R046175 R187524 D102 -1.46566405276007 Male
1.74179120615445 -0.0100818541532908 R187044 R187521 E2002 -0.946822737802679 Male
-1.43803613308788 0.166693257727318 R187864 R187931 E1902 0.350280549590798 Fem
1.89321155564218 0.885833167470386 R187289 R187577 E1802 -0.427981422845288 Male
-0.0752529876983095 0.51619637288814 R187783 R188000 E1702 1.12854252202688 Fem
0.530428410252608 -2.35053495286053 R187200 R187292 E1602 -0.427981422845288 Fem
-0.5295140361615 1.70226447569984 R046185 R187516 E1402 -1.46566405276007 Fem
0.379008060764881 -0.834360553190823 R187774 R187999 E1302 1.38796317950558 Fem
-0.680934385649233 0.472281161951224 R187190 R187166 E1202 -0.427981422845288 Male
0.833269109228067 0.144257795884777 R187298 R187548 E902 -0.168560765366593 Male
-0.83235473513696 1.29520152910105 R187764 R187961 E802 1.38796317950558 Fem
1.28753015769126 -2.10195814396701 R187179 R187155 E702 -0.427981422845288 Male
-0.83235473513696 -0.392244242023607 R187206 R187399 E402 -0.687402080323984 Fem
0.379008060764881 1.05785032660003 R187479 R187594 E302 0.350280549590798 Fem
-0.226673337186042 -0.561398879967313 R187163 R187588 F2402 -0.427981422845288 Male
-0.680934385649233 0.166624786590239 R187135 R187557 F2102 -0.687402080323984 Male
1.59037085666672 -0.56539351072049 R187147 R187559 F1902 -0.687402080323984 Male
1.89321155564218 1.80667000436133 R187038 R187531 F1702 -0.946822737802679 Male
-0.5295140361615 -1.17892537946014 R187891 R187963 F1502 1.64738383698428 Fem
-0.378093686673768 1.21716296275363 R187125 R187592 F1102 -0.427981422845288 Fem
-1.13519543411242 -0.908551175976903 R187116 R187575 F902 -0.427981422845288 Fem
0.227587711277149 0.238669361428784 R187648 Fem5 F202 0.609701207069493 Fem
-2.19513788052653 -0.529337375533026 R187896 R186912 F102 2.16622515194167 Male
0.0761673617894172 0.372683902178069 R187470 R187930 G2202 0.609701207069493 Male
-0.983775084624691 1.48691631779685 R187111 R187513 G1902 -0.427981422845288 Fem
1.28753015769126 0.300505240074781 R187457 R187598 G1602 0.0908598921121026 Male
0.0761673617894172 -0.091507855163138 R187450 R187918 G1302 0.350280549590798 Fem
0.379008060764881 -0.523966712564625 R187635 R187957 G702 1.12854252202688 Fem
-0.0752529876983095 -1.24640414886172 R187430 R187955 G602 0.350280549590798 Fem
-0.83235473513696 -0.279302558678082 R187101 R187552 G502 -0.687402080323984 Male
-0.983775084624691 0.848912210363714 R187089 R187535 G102 -0.687402080323984 Male
0.530428410252608 0.0600758576671264 R187017 R187527 H3602 -1.46566405276007 Male
-0.0752529876983095 -0.661081164253703 R187326 R187595 H3202 -0.168560765366593 Fem
0.0761673617894172 1.01741118365068 R187422 R187925 H3102 0.350280549590798 UNK
-0.0752529876983095 -0.147146580758613 R187614 R187936 H3002 0.609701207069493 Male
-0.226673337186042 -0.287211623375875 R046199 P322402 H2802 -1.46566405276007 Male
0.530428410252608 1.719957958818 R187319 K983388 H1302 -0.168560765366593 Male
0.530428410252608 -0.0925135668290708 R187305 Fem20 H1102 -0.168560765366593 Fem
-0.0752529876983095 -0.29120915263264 R187738 Fem2 H702 1.64738383698428 Fem
0.379008060764881 -1.49949511670044 R187074 R187086 H502 -0.687402080323984 Fem
1.28753015769126 -0.400982521782576 R187387 R187539 A102 -0.427981422845288 Male
1.59037085666672 1.3144456271952 R187367 R187566 A302 -0.427981422845288 Fem
0.379008060764881 0.552496682035414 R187348 R187569 A502 -0.168560765366593 Male
-1.43803613308788 0.567602181863266 R187333 R187568 A602 -0.427981422845288 Fem
0.833269109228067 1.4202160096406 R187363 R187537 A1002 -0.427981422845288 Male
0.227587711277149 -0.614098819612722 R046164 R187518 A1302 -1.46566405276007 Male
-1.28661578360015 -0.512458225414143 R187493 R187916 A1602 0.0908598921121026 Fem
-1.28661578360015 1.76688231021875 R187064 R187515 A1802 -1.20624339528137 Fem
0.379008060764881 -2.27474454863058 R187800 R186903 A18B02 1.64738383698428 Fem
1.74179120615445 2.15375054169841 R046142 R187512 A2202 -1.46566405276007 Male
-1.28661578360015 0.190267328529542 R187607 R187343 A22B02 -0.168560765366593 Male
0.227587711277149 -0.442119198340133 R187378 R187562 A2302 -0.427981422845288 Fem
0.68184875974034 -0.782070296488867 R187809 R186911 A2502 1.90680449446297 Male
-0.83235473513696 2.30191806742963 R046153 R187528 A2602 -1.46566405276007 Fem
0.227587711277149 0.115699380191835 R187352 R187563 A2702 -0.427981422845288 Fem
-0.83235473513696 -1.10991985423598 R187222 R187571 C2602 -0.687402080323984 Fem
0.0761673617894172 0.927469604631468 R187414 R187553 C2402 -0.168560765366593 Fem
0.530428410252608 -0.0789896652741457 R187405 R187945 C2302 0.350280549590798 Male
0.0761673617894172 -0.972987213746696 R187503 Fem3 C1902 -0.427981422845288 Male
2.04463190512991 0.705914632532728 R187021 R187030 C1302 -0.946822737802679 Male
0.227587711277149 0.173430934002092 R046124 R187517 C602 -1.98450536771746 Fem
-2.34655823001426 1.57078991708083 R046192 R046109 C402 -1.72508471023877 Fem
0.530428410252608 0.218698908696172 R187724 R187920 C202 0.609701207069493 UNK
-0.680934385649233 -1.39177313689081 R187857 R186907 C102 1.90680449446297 Fem
1.13610980820353 1.85668954843589 R187214 R187541 B2502 -0.687402080323984 Male
0.379008060764881 -0.949860753195886 R187055 R187523 B2202 -0.946822737802679 Fem
-0.83235473513696 -0.82824867870885 R187708 R187942 B1902 0.609701207069493 Fem
1.13610980820353 1.47706120853262 R187714 R187937 B1802 0.609701207069493 Male
1.74179120615445 0.37583007593095 R187826 R187824 B1702 1.90680449446297 Male
2.04463190512991 1.0883680689575 R187821 R186908 B1602 1.90680449446297 UNK
-1.28661578360015 -1.04389310176844 R187835 R186902 B1402 1.38796317950558 Fem
-0.5295140361615 1.90461216210158 R187792 R187958 B1302 1.12854252202688 Fem
0.379008060764881 -0.0332411815053012 R187699 R187944 B1202 0.869121864548189 Fem
-1.89229718155107 -0.25039017254398 R187845 R187902 B1102 2.16622515194167 UNK
0.379008060764881 -0.36030500460064 R187243 R187400 B1002 -0.427981422845288 Male
0.379008060764881 1.6779598201513 R187694 R187953 B902 1.12854252202688 UNK
-0.680934385649233 0.607482818207162 R187486 R187932 B502 0.350280549590798 Fem
-0.0752529876983095 -0.0483568402102451 R187234 R187547 B202 -0.168560765366593 Fem
-1.58945648257561 -0.763123970066086 R187684 R187947 D1302 0.869121864548189 Male
-0.5295140361615 0.233272640285113 R187279 R187582 D1202 -0.168560765366593 Male
0.227587711277149 -1.48981491649883 R187786 R187964 D1102 1.64738383698428 Fem
0.0761673617894172 -1.11274021376243 R187252 R187545 D1002 -0.427981422845288 Male
-0.0752529876983095 1.43035467133732 R187263 R187546 D902 -0.427981422845288 UNK
-0.0752529876983095 -2.18328827879337 R187270 R187239 D802 -0.168560765366593 Fem
1.28753015769126 2.77641710790805 R187676 R187940 D402 0.609701207069493 Male
0.68184875974034 -0.936046375177415 R187666 R187590 D202 0.0908598921121026 Male
0.530428410252608 0.0587095795933224 R046174 R187524 D102 -1.46566405276007 UNK
1.43895050717899 1.0106501907618 R187043 R187521 E2002 -0.946822737802679 Male
-0.680934385649233 0.189399445455771 R187863 R187931 E1902 0.350280549590798 Fem
-0.378093686673768 -0.98743669759511 R187286 R187577 E1802 -0.427981422845288 Male
0.530428410252608 0.499808290063815 R187778 R188000 E1702 1.12854252202688 Fem
1.13610980820353 -1.53620617810337 R187199 R187292 E1602 -0.427981422845288 Male
0.0761673617894172 0.88254710737845 R046184 R187516 E1402 -1.46566405276007 Male
0.530428410252608 -1.02212208079068 R187771 R187999 E1302 1.38796317950558 Male
0.379008060764881 -0.69675469736408 R187189 R187166 E1202 -0.427981422845288 Male
0.0761673617894172 -0.471851259500089 R187171 R187579 E1102 -0.427981422845288 Fem
0.0761673617894172 1.68699196318011 R187297 R187548 E902 -0.168560765366593 Fem
0.68184875974034 0.504531696786771 R187763 R187961 E802 1.38796317950558 UNK
0.0761673617894172 -1.03113747156737 R187176 R187155 E702 -0.427981422845288 Fem
1.89321155564218 -0.121195367143081 R187202 R187399 E402 -0.687402080323984 Male
-0.83235473513696 1.91030042063372 R187478 R187594 E302 0.350280549590798 Fem
0.833269109228067 0.350686905139699 R187883 R187948 F2702 1.12854252202688 Male
0.530428410252608 -0.680293682893991 R187158 R187588 F2402 -0.427981422845288 Male
-2.19513788052653 -0.0298123826361052 R187136 R187557 F2102 -0.687402080323984 Fem
0.379008060764881 -1.23805390388069 R187146 R187559 F1902 -0.687402080323984 Fem
0.9846894587158 -1.14186420722311 R187036 R187531 F1702 -0.946822737802679 Male
1.13610980820353 -0.348872968421864 R187890 R187963 F1502 1.64738383698428 Fem
-0.226673337186042 1.39122284847555 R187124 R187592 F1102 -0.427981422845288 Fem
-1.28661578360015 1.60489053715927 R187112 R187575 F902 -0.427981422845288 Fem
0.9846894587158 -1.08191343738496 R187642 Fem5 F202 0.609701207069493 Male
-0.983775084624691 -0.669714616542755 R187895 R186912 F102 2.16622515194167 Fem
-0.83235473513696 0.611453875827948 R187465 R187930 G2202 0.609701207069493 Male
-0.226673337186042 1.11903374706881 R187110 R187513 G1902 -0.427981422845288 Fem
-0.983775084624691 0.0230382732774314 R187749 R187000 G1802 1.38796317950558 UNK
0.9846894587158 1.00078922217432 R187447 R187918 G1302 0.350280549590798 Male
1.74179120615445 -1.50909920445509 R187438 R187914 G1202 0.350280549590798 Male
0.0761673617894172 1.08075053026588 R187634 R187957 G702 1.12854252202688 Fem
0.68184875974034 -1.67065514866474 R187426 R187955 G602 0.350280549590798 Fem
0.0761673617894172 -0.154828092768784 R187100 R187552 G502 -0.687402080323984 Male
0.227587711277149 0.392225901029774 R187088 R187535 G102 -0.687402080323984 Male
-1.13519543411242 -0.371819521538394 R187016 R187527 H3602 -1.46566405276007 Fem
-0.983775084624691 1.30918774411368 R187324 R187595 H3202 -0.168560765366593 Male
0.530428410252608 1.01074848620804 R187420 R187925 H3102 0.350280549590798 UNK
0.833269109228067 1.82834295620724 R187611 R187936 H3002 0.609701207069493 Male
-0.226673337186042 0.310330446198499 R046197 P322402 H2802 -1.46566405276007 Fem
-1.28661578360015 -0.329837360324024 R187996 R186918 H2502 2.42564580942036 Fem
-0.378093686673768 -1.26328181342282 R187743 R187637 H1802 0.869121864548189 Fem
-2.0437175310388 -1.61699761033913 R187317 K983388 H1302 -0.168560765366593 Fem
-0.83235473513696 1.58621086017859 R187303 Fem20 H1102 -0.168560765366593 Male
-1.43803613308788 -1.04436396448037 R187736 Fem2 H702 1.64738383698428 Fem
-0.5295140361615 -0.321899723663035 R187071 R187086 H502 -0.687402080323984 Fem
-2.80081927847745 -0.61154975770497 R187385 R187539 A102 -0.427981422845288 Fem
1.28753015769126 0.131461587643972 R187366 R187566 A302 -0.427981422845288 Male
0.0761673617894172 0.437450968163252 R187344 R187569 A502 -0.168560765366593 Male
-0.378093686673768 -1.31573806455472 R187332 R187568 A602 -0.427981422845288 Fem
0.0761673617894172 -0.434254156191173 R187359 R187537 A1002 -0.427981422845288 Male
-0.83235473513696 0.0295753477168571 R046163 R187518 A1302 -1.46566405276007 Fem
-1.13519543411242 1.55319730694263 R187491 R187916 A1602 0.0908598921121026 Fem
0.0761673617894172 -0.848222836006574 R187062 R187515 A1802 -1.20624339528137 Fem
0.227587711277149 0.352752899635843 R187799 R186903 A18B02 1.64738383698428 Fem
-1.28661578360015 -1.31986027252309 R046143 R187512 A2202 -1.46566405276007 Fem
-1.13519543411242 -0.776072818009428 R187605 R187343 A22B02 -0.168560765366593 Fem
0.0761673617894172 0.467487880846163 R187376 R187562 A2302 -0.427981422845288 Male
-0.983775084624691 -0.43226910850082 R187807 R186911 A2502 1.90680449446297 Male
-0.83235473513696 2.10297132293719 R046152 R187528 A2602 -1.46566405276007 Fem
0.227587711277149 -0.295696789799929 R187351 R187563 A2702 -0.427981422845288 Fem
1.28753015769126 -0.366177917904084 R187218 R187571 C2602 -0.687402080323984 Male
-0.0752529876983095 0.266698241483033 R187411 R187553 C2402 -0.168560765366593 Male
-0.0752529876983095 -0.754943000602413 R187403 R187945 C2302 0.350280549590798 Fem
-1.58945648257561 1.3997123432736 R187393 R187398 C2202 -1.98450536771746 Fem
0.227587711277149 1.56588846717268 R187502 Fem3 C1902 -0.427981422845288 Male
1.89321155564218 -0.0259457541922306 R187023 R187030 C1302 -0.946822737802679 Male
0.0761673617894172 0.131653792496561 R046122 R187517 C602 -1.98450536771746 Fem
-0.302383511929908 -0.859513239237619 R046191 R046109 C402 -1.72508471023877 Male
0.0761673617894172 -0.23357111118897 R187723 R187920 C202 0.609701207069493 Male
1.36324033243512 1.26344064077011 R187210 R187541 B2502 -0.687402080323984 Fem
-0.680934385649233 0.00568248767896356 R187053 R187523 B2202 -0.946822737802679 Fem
0.530428410252608 0.95841890059005 R187717 R187927 B2102 0.609701207069493 Fem
0.379008060764881 2.30843351663896 R187707 R187942 B1902 0.609701207069493 Male
-0.5295140361615 0.0799426594829553 R187711 R187937 B1802 0.609701207069493 Male
0.227587711277149 0.662531396365117 R187825 R187824 B1702 1.90680449446297 UNK
0.379008060764881 -0.781797638395723 R187819 R186908 B1602 1.90680449446297 Male
-0.680934385649233 -1.69591535752483 R187833 R186902 B1402 1.38796317950558 UNK
-0.5295140361615 -0.561314198593703 R187791 R187958 B1302 1.12854252202688 Male
0.227587711277149 0.133790645350507 R187698 R187944 B1202 0.869121864548189 Fem
-1.74087683206334 -1.17066079748739 R187843 R187902 B1102 2.16622515194167 Fem
0.68184875974034 0.293185922055719 R187240 R187400 B1002 -0.427981422845288 Male
1.74179120615445 -1.74005098715791 R187692 R187953 B902 1.12854252202688 UNK
-0.83235473513696 1.4499440905868 R187483 R187932 B502 0.350280549590798 Male
1.74179120615445 -2.41320637339164 R187229 R187547 B202 -0.168560765366593 Male
-0.83235473513696 -1.63448221854037 R187683 R187947 D1302 0.869121864548189 Fem
0.833269109228067 0.838657927207932 R187277 R187582 D1202 -0.168560765366593 Male
-0.378093686673768 -1.05394735881144 R187785 R187964 D1102 1.64738383698428 Fem
0.0761673617894172 1.41435328244817 R187251 R187545 D1002 -0.427981422845288 Fem
0.0761673617894172 0.648155422664015 R187261 R187546 D902 -0.427981422845288 Male
-0.0752529876983095 -0.234812064018445 R187269 R187239 D802 -0.168560765366593 Fem
0.379008060764881 0.420023544403646 R187674 R187940 D402 0.609701207069493 Male
1.43895050717899 0.583355134615243 R187661 R187590 D202 0.0908598921121026 Male
0.68184875974034 2.5848285268866 R046172 R187524 D102 -1.46566405276007 Male
1.89321155564218 0.516347753467609 R187042 R187521 E2002 -0.946822737802679 Male
-1.28661578360015 1.18877463850619 R187862 R187931 E1902 0.350280549590798 Fem
0.0761673617894172 -0.366110033116503 R187285 R187577 E1802 -0.427981422845288 UNK
0.379008060764881 0.0371810405563242 R187775 R188000 E1702 1.12854252202688 UNK
0.227587711277149 -0.697698831156726 R187198 R187292 E1602 -0.427981422845288 Male
0.68184875974034 1.3210346735069 R046181 R187516 E1402 -1.46566405276007 Male
-0.83235473513696 1.343880263558 R187767 R187999 E1302 1.38796317950558 Fem
0.9846894587158 1.10376709182941 R187186 R187166 E1202 -0.427981422845288 Male
0.0761673617894172 -2.1700820819367 R187167 R187579 E1102 -0.427981422845288 Male
-0.983775084624691 0.374818696176885 R187294 R187548 E902 -0.168560765366593 Male
0.379008060764881 -0.286845141333334 R187760 R187961 E802 1.38796317950558 Male
0.379008060764881 -0.388729376178528 R187178 R187155 E702 -0.427981422845288 Fem
1.28753015769126 0.73437935857946 R187476 R187594 E302 0.350280549590798 Male
0.833269109228067 -0.659066377357266 R187881 R187948 F2702 1.12854252202688 Male
0.227587711277149 -0.342075330851766 R187157 R187588 F2402 -0.427981422845288 Male
-1.43803613308788 0.238823351790525 R187132 R187557 F2102 -0.687402080323984 Fem
1.74179120615445 -1.86836893005603 R187145 R187559 F1902 -0.687402080323984 Male
-0.378093686673768 1.12279533687821 R187033 R187531 F1702 -0.946822737802679 Male
-1.13519543411242 0.87188517909695 R187889 R187963 F1502 1.64738383698428 Fem
0.379008060764881 -0.484817237032186 R187123 R187592 F1102 -0.427981422845288 Male
-1.28661578360015 0.58614606063239 R187113 R187575 F902 -0.427981422845288 Male
1.28753015769126 1.22019905822619 R187639 Fem5 F202 0.609701207069493 Male
0.530428410252608 -0.70429352273892 R187894 R186912 F102 2.16622515194167 Male
-2.34655823001426 -0.434592261106227 R187462 R187930 G2202 0.609701207069493 Fem
