FSfamily PO plate
F34 1.16547215393342 3
F34 0.919874656157424 3
F34 1.08547443547207 3
F34 1.29009675588261 6
F34 1.15830745548981 6
F34 1.05353765276672 6
F34 0.910427708297954 6
F35 1.19372368478131 3
F35 1.4450607640377 3
F35 1.17998149000231 3
F35 1.3936090533558 3
F35 1.31020405143228 3
F35 1.22238511670542 3
F35 1.43134486098682 6
F35 1.32975183557341 6
F35 1.24860952475896 6
F35 1.23081420858178 6
F35 0.906373392444829 6
F35 1.17669205133629 6
F36 1.2296889335083 3
F36 1.1787870347123 3
F36 1.11795264914653 3
F36 1.19521404816708 3
F36 1.01781506834811 3
F36 1.29427232865286 3
F36 1.12610578520673 6
F36 1.07078963974605 6
F36 1.30677679452519 6
F36 1.53099586514875 6
F36 0.864109314555247 6
F36 1.11344240106413 6
F37 0.79244239205694 3
F37 1.00528808419811 3
F37 1.13969352049934 3
F37 0.972493956491675 3
F37 1.25315058773786 3
F37 1.05599299488133 3
F37 1.08033013898516 6
F37 1.40952302759805 6
F37 1.2670128683983 6
F37 1.07199912354482 6
F37 1.51058853972576 6
F37 1.20488729709069 6
F38 1.08015312686489 3
F38 1.32814191555036 3
F38 1.22359323689198 3
F38 0.929429906545 3
F38 1.24646794647289 3
F38 1.26376110798513 3
F38 1.19801975807651 6
F38 1.15367418205474 6
F38 1.15098360589924 6
F38 1.20970830002181 6
F38 1.22251043124678 6
F38 0.96825044788137 6
F39 1.35677342443665 3
F39 1.29833870357063 3
F39 0.963004487413764 3
F39 0.998294222784597 3
F39 0.934633296989398 3
F39 1.27644309243976 3
F39 1.29685570250387 6
F39 1.39355249118511 6
F39 1.29574398915377 6
F39 1.61265155685524 6
F39 1.2305334750752 6
F39 1.38286021673855 6
F40 1.24893984795442 3
F40 1.28580674654614 3
F40 1.05094251282796 3
F40 1.21028615205886 3
F40 0.821512259972708 3
F40 1.25087440292071 3
F40 1.29406548331073 6
F40 1.39355249118511 6
F40 1.29492111060674 6
F40 1.61440181680075 6
F40 1.22359323689198 6
F40 1.35532697688454 6
F41 0.895173756043448 3
F41 0.902996229844292 3
F41 1.1185266421394 3
F41 1.10760590766404 3
F41 1.3447895677061 3
F41 1.31452052489472 3
F41 1.10638527913645 6
F41 1.3015884001011 6
F41 1.02863860907276 6
F41 1.27934680510639 6
F41 1.08735534744368 6
F42 1.06644200386452 3
F42 0.656496093445906 3
F42 0.988277906763045 3
F42 0.888949865700567 3
F42 1.56283998198767 3
F42 1.14696701236763 3
F42 0.872442603829212 6
F42 1.11585678851997 6
F42 1.36856843771798 6
F42 1.50262710447002 6
F42 1.22956799677906 6
F42 1.27327050145228 6
F43 1.16095433901537 3
F43 0.996281520078906 3
F43 1.08400732976736 3
F43 1.44757368531077 3
F43 1.3262146168421 3
F43 1.15414854105787 3
F43 1.51676335375242 6
F43 1.34700231051427 6
F43 1.24445378009711 6
F43 1.16283086548528 6
F43 0.927208577642093 6
F43 1.19065960566351 6
F44 0.846591373228573 3
F44 1.21833325895986 3
F44 0.952150885605282 3
F44 0.906630033492656 3
F44 0.82244217845485 3
F44 0.962826603815966 3
F44 1.39692180844471 6
F44 1.01027964044985 6
F44 1.22664361895217 6
F44 0.955728356233581 6
F45 1.10669120328927 6
F45 1.31713873490788 6
F45 1.44447007456585 6
F45 1.44290295877973 6
F45 1.4469141656864 6
F45 1.3330353998729 6
F45 1.00377465191246 4
F45 1.39675451026326 4
F45 1.15242332475958 4
F45 1.62858383378631 4
F45 1.35619596898013 4
F45 1.3870305349382 4
F46 1.02587607982104 6
F46 1.18443444673105 6
F46 1.16440877608114 6
F46 1.27011541569044 6
F46 1.30187362354312 6
F46 1.29885966927187 6
F46 1.25239464735831 4
F46 1.65621554710967 4
F46 1.1327912816808 4
F46 1.53027047805826 4
F46 1.33451184132297 4
F46 1.24086155640905 4
F47 0.996136807109539 7
F47 1.25596983361638 7
F47 1.26159920408016 7
F47 1.11211194533416 4
F47 1.13252576329138 4
F47 1.28105115233231 4
F47 1.13496751725434 4
F47 1.46747010510923 4
F47 1.13332118765094 4
F48 1.45921536047083 6
F48 0.834834896329615 6
F48 0.775732978515322 6
F48 0.923814775758058 6
F48 1.14090428814441 7
F48 1.17748032412619 7
F49 1.08879536716944 6
F49 1.42669905327491 6
F49 1.64805795156218 6
F49 1.22997083871224 7
F50 0.878777648452207 6
F50 0.889814275921282 6
F50 0.83355956215745 6
F50 0.884846984475958 6
F50 1.15426694606627 6
F50 1.24698692675192 6
F50 1.10461617378197 7
F50 1.21275639726382 7
